id,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range,price_range_2
191,639,0,1.3,0,1.791759469228055,0,28,0.9,113,7,16,115.47076044871996,1369,391,6,1.0986122886681098,12,0,0,1,0,low cost
192,1783,1,0.9,0,2.0794415416798357,1,23,0.9,137,2,8,121.96629634958981,1953,541,9,1.791759469228055,11,1,1,0,1,medium cost
193,1933,0,1.2,0,2.833213344056216,1,55,0.2,166,5,20,100.89837618117565,1248,648,10,2.0794415416798357,13,1,1,0,0,low cost
194,1384,0,1.3,1,1.3862943611198906,1,62,0.4,153,1,5,127.721135928708,1393,3386,19,0.6931471805599453,2,1,1,0,3,very high cost
195,1770,0,2.6,0,2.5649493574615367,0,26,0.5,80,1,17,33.49450395558784,1724,1651,18,1.9459101490553132,14,0,0,0,1,medium cost
196,1202,0,0.8,0,1.0986122886681098,0,49,0.5,131,1,8,51.489828703037624,1435,1177,15,2.6390573296152584,7,1,1,1,0,low cost
197,885,0,0.5,1,1.0986122886681098,0,3,0.5,163,7,8,106.06212402602672,1666,2887,5,0.6931471805599453,13,0,0,1,2,high cost
198,1629,1,2.3,0,1.0986122886681098,1,2,0.8,86,6,19,119.11159885207155,1200,2178,19,2.3978952727983707,18,1,1,0,2,high cost
199,1072,1,0.5,1,1.9459101490553132,1,4,0.5,92,1,12,117.31386468739244,1640,2878,7,1.791759469228055,13,1,0,1,2,high cost
200,1863,1,2.5,1,0.0,0,64,0.7,89,5,1,45.406139894881846,618,3201,5,1.6094379124341003,19,1,1,0,3,very high cost
201,1739,0,2.3,1,0.6931471805599453,0,51,0.4,140,4,15,76.04320506175966,691,1490,5,0.6931471805599453,9,0,1,1,1,medium cost
202,895,1,2.5,0,1.0986122886681098,0,23,0.5,98,5,3,12.001941151064996,663,2724,16,2.70805020110221,7,0,0,0,1,medium cost
203,1278,1,2.8,1,0.0,0,56,0.6,179,1,7,76.04320506175966,1698,3032,9,1.791759469228055,6,0,0,1,2,high cost
204,562,1,1.1,1,0.6931471805599453,1,43,0.3,141,6,17,112.01896278427695,991,3352,13,2.5649493574615367,17,1,1,0,2,high cost
205,1249,1,2.1,1,0.0,0,38,0.8,193,5,10,113.20593897548054,1290,3195,19,2.0794415416798357,17,0,0,0,3,very high cost
206,1811,0,1.2,0,2.9444389791664403,1,25,0.8,185,6,19,134.8980617287931,1443,1677,10,1.9459101490553132,2,1,1,0,2,high cost
207,560,1,2.9,1,0.6931471805599453,1,12,1.0,161,5,19,81.38852125063254,1797,2620,13,0.0,16,1,1,1,2,high cost
208,1773,1,0.5,0,2.70805020110221,1,61,0.1,141,7,20,108.04692266964757,1562,1061,17,1.6094379124341003,15,1,0,1,1,medium cost
209,1715,1,2.1,0,1.791759469228055,0,11,0.4,100,3,10,66.57705082912955,1276,1018,16,1.791759469228055,8,1,1,1,1,medium cost
210,725,0,0.5,1,0.0,1,26,0.8,176,5,1,107.00320314736186,960,1370,7,1.9459101490553132,9,1,1,1,0,low cost
211,800,1,2.2,0,1.791759469228055,1,41,0.1,103,6,9,49.65194554699726,1008,2094,17,2.833213344056216,6,1,0,1,1,medium cost
212,1300,0,0.5,0,1.9459101490553132,1,43,0.1,156,3,12,91.29441659239687,1815,2790,15,1.6094379124341003,19,1,0,0,3,very high cost
213,1001,0,0.8,0,0.0,0,48,1.0,98,5,0,81.90627947796887,655,1485,10,1.0986122886681098,11,1,1,1,0,low cost
214,500,0,1.3,1,2.6390573296152584,0,64,0.9,134,4,17,133.80793087395645,1912,2807,19,2.0794415416798357,7,0,0,1,2,high cost
215,1378,1,2.5,1,1.6094379124341003,1,52,0.5,184,3,7,5.9511144450662306,641,3528,5,0.6931471805599453,7,1,0,0,2,high cost
216,951,1,2.4,0,0.6931471805599453,1,24,0.1,147,8,20,110.86719713309103,1964,3391,19,1.6094379124341003,7,1,0,0,3,very high cost
217,1038,1,0.5,1,0.6931471805599453,0,48,0.2,99,6,2,29.954430279479762,1103,1073,5,1.6094379124341003,2,0,0,1,0,low cost
218,987,1,1.2,1,0.6931471805599453,0,20,0.9,108,6,5,57.16085011733959,1427,2811,7,1.6094379124341003,17,1,0,0,2,high cost
219,1698,0,0.5,0,1.9459101490553132,1,21,0.1,196,7,7,93.11608813833998,1254,778,7,1.3862943611198906,3,1,1,1,0,low cost
220,1762,1,0.9,1,2.70805020110221,0,11,0.1,107,4,17,95.44482397138513,801,3628,9,1.3862943611198906,10,0,0,1,3,very high cost
221,785,0,2.4,0,1.9459101490553132,0,16,0.2,135,3,13,55.24867518846881,1366,2637,12,2.1972245773362196,16,0,0,0,2,high cost
222,1851,0,2.4,1,1.0986122886681098,0,59,0.1,151,3,18,62.382489227219004,1198,2892,10,0.0,5,1,1,0,3,very high cost
223,1698,0,0.5,1,1.0986122886681098,0,62,0.4,189,3,13,136.79960334661104,1565,2805,11,1.0986122886681098,19,0,0,1,3,very high cost
224,1976,0,2.8,0,0.0,0,4,0.8,93,8,1,123.46999450054005,1436,804,5,0.6931471805599453,14,0,1,0,1,medium cost
225,1649,1,0.5,0,1.6094379124341003,1,53,0.4,162,4,11,60.28070104562195,1316,361,12,2.0794415416798357,19,1,1,1,0,low cost
226,1157,1,2.6,1,1.6094379124341003,0,4,0.9,149,7,6,109.80875024656393,1737,1453,17,2.3978952727983707,9,1,0,0,1,medium cost
227,1702,0,0.5,0,0.6931471805599453,1,54,0.4,131,5,2,121.87130287364084,1578,359,13,2.5649493574615367,5,1,1,0,0,low cost
228,1040,1,0.6,0,0.0,0,54,0.3,199,2,5,80.7788062650628,959,3886,15,1.791759469228055,20,0,1,1,3,very high cost
229,790,1,2.1,1,1.0986122886681098,1,29,0.7,106,6,11,86.05825959189278,1996,557,11,1.0986122886681098,2,1,1,1,0,low cost
230,1429,0,2.9,0,1.0986122886681098,0,58,0.2,128,4,3,77.07709010798644,983,2005,15,0.6931471805599453,9,0,1,0,1,medium cost
231,739,1,3.0,0,2.70805020110221,0,56,0.7,103,8,20,40.91390886083897,1696,630,17,1.0986122886681098,11,1,0,0,0,low cost
232,1364,1,1.6,1,1.9459101490553132,1,44,0.1,174,7,8,93.18789563779403,1142,2741,9,1.3862943611198906,18,1,0,1,2,high cost
233,1580,0,2.8,1,0.0,0,45,1.0,196,8,7,117.21268463436105,1092,2214,12,2.302585092994046,19,0,0,1,2,high cost
234,1384,1,2.2,1,0.0,0,49,0.7,189,1,0,100.64242987064327,1741,1387,13,1.3862943611198906,13,1,1,1,1,medium cost
235,1037,0,2.9,1,1.0986122886681098,0,57,0.7,83,6,5,102.16376602167651,965,3148,16,2.6390573296152584,9,1,0,0,3,very high cost
236,1519,0,1.5,0,2.5649493574615367,0,43,0.1,183,1,14,109.24523133579171,1637,853,5,0.0,7,0,1,1,1,medium cost
237,989,0,0.5,0,2.772588722239781,0,20,0.4,153,1,16,26.0539369717029,947,3614,17,1.791759469228055,10,1,1,0,3,very high cost
238,1040,1,0.5,1,1.3862943611198906,0,41,0.8,116,3,18,64.86882109282607,608,1006,12,2.0794415416798357,18,0,0,1,0,low cost
239,1240,1,1.4,0,1.3862943611198906,1,9,0.9,93,5,7,82.41965169806689,1319,3959,14,2.302585092994046,15,1,0,0,3,very high cost
240,1273,1,2.0,0,2.772588722239781,1,7,0.9,143,1,16,63.58088380609995,706,1743,12,2.0794415416798357,13,1,1,0,1,medium cost
241,1784,0,0.5,0,2.1972245773362196,0,28,0.3,171,4,9,123.4234580767875,1680,2192,15,2.6390573296152584,2,1,0,0,2,high cost
242,1169,1,1.4,1,2.0794415416798357,1,51,0.1,177,7,19,85.57455397001351,720,329,14,1.9459101490553132,13,1,0,1,0,low cost
243,703,1,2.4,0,0.6931471805599453,1,27,0.1,138,1,6,19.769517465109402,1820,502,12,1.6094379124341003,11,1,1,1,0,low cost
244,959,1,1.0,0,1.791759469228055,1,15,0.4,119,5,9,38.38290624963721,934,3000,15,0.0,15,1,1,1,2,high cost
245,1292,1,3.0,1,0.6931471805599453,1,63,0.3,157,6,8,80.25123212576932,1309,1413,13,1.0986122886681098,10,1,1,1,1,medium cost
246,1927,1,2.1,0,0.0,0,5,0.9,139,6,1,92.32089411021636,1228,2913,15,2.3978952727983707,8,0,0,0,3,very high cost
247,1477,1,1.7,0,0.6931471805599453,0,15,0.4,178,8,5,133.68586519010876,1459,2684,18,2.6390573296152584,8,1,1,1,2,high cost
248,1759,0,0.5,1,2.302585092994046,0,58,0.2,101,2,12,85.16856197174971,615,3428,17,0.0,9,1,1,0,3,very high cost
249,831,0,2.2,0,0.0,1,31,0.3,197,3,1,136.83873689649644,1591,1629,8,0.6931471805599453,5,1,1,0,1,medium cost
250,1803,0,1.1,1,0.6931471805599453,1,41,0.2,146,2,10,34.38754870266669,613,1873,14,0.6931471805599453,20,1,1,1,1,medium cost
251,1361,0,0.6,0,0.0,1,64,1.0,91,3,2,47.902513369455534,574,3751,18,1.9459101490553132,19,1,1,0,3,very high cost
252,1183,1,1.4,0,0.6931471805599453,0,32,0.8,197,1,4,110.14471209358739,1475,637,12,1.9459101490553132,16,0,0,1,0,low cost
253,917,1,1.3,0,0.0,0,53,0.2,166,5,1,102.22641945444383,1339,603,12,1.9459101490553132,7,1,0,1,0,low cost
254,1278,1,0.5,1,1.0986122886681098,0,7,1.0,192,5,3,67.13476989706108,587,3067,10,1.0986122886681098,4,1,1,1,2,high cost
255,1247,1,0.5,0,0.0,0,28,0.4,191,7,5,111.0880256178644,1447,3268,16,1.3862943611198906,15,0,1,0,3,very high cost
256,930,0,1.0,1,1.791759469228055,1,40,0.8,128,7,15,103.77430815616259,1224,3816,13,0.0,2,1,1,1,3,very high cost
257,1019,0,1.7,1,0.0,1,5,0.7,177,3,8,110.42346474017812,1840,1850,10,1.791759469228055,11,1,0,1,1,medium cost
258,1855,1,0.8,0,0.0,1,26,0.8,161,4,0,115.62615106426628,1339,3481,8,2.0794415416798357,19,1,1,1,3,very high cost
259,1730,0,0.5,1,1.6094379124341003,0,54,0.7,93,3,7,62.98505965433451,1151,1695,19,1.791759469228055,17,0,1,0,1,medium cost
260,1972,0,2.2,1,1.6094379124341003,1,5,0.9,95,3,19,114.00410830740712,1781,625,10,0.6931471805599453,10,1,1,1,1,medium cost
261,1887,0,2.3,1,1.6094379124341003,0,35,0.9,115,2,7,48.54620284015137,1275,3203,7,1.791759469228055,15,1,0,0,3,very high cost
262,1590,0,1.9,0,0.0,0,13,0.4,111,6,1,102.78771697181223,1187,2440,19,0.0,3,1,0,1,2,high cost
263,603,1,2.7,0,0.0,1,42,0.2,135,8,0,101.9754580350888,754,1934,14,2.3978952727983707,11,1,0,0,1,medium cost
264,560,1,2.1,0,2.4849066497880004,1,37,0.6,121,4,14,57.16085011733959,551,3278,15,2.302585092994046,7,1,1,0,2,high cost
265,1981,1,1.6,1,2.3978952727983707,0,34,0.1,117,5,20,112.61491497842539,1552,3764,11,1.6094379124341003,14,1,0,1,3,very high cost
266,1190,1,2.1,0,0.0,1,18,0.6,160,6,2,95.23652237265196,1070,3571,6,1.791759469228055,5,1,0,0,3,very high cost
267,1396,1,0.8,1,2.0794415416798357,1,10,0.3,108,4,16,95.37546367471185,1721,3881,13,0.0,9,1,1,1,3,very high cost
268,1598,1,1.7,1,0.0,0,57,0.9,89,1,1,72.62549486204082,783,1663,14,2.302585092994046,14,1,0,1,1,medium cost
269,1692,0,2.2,0,1.791759469228055,1,11,0.1,151,3,7,128.4216471824929,1386,524,5,1.0986122886681098,10,1,1,0,0,low cost
270,628,1,0.5,0,0.0,1,26,0.5,106,8,2,74.40842625523332,517,1853,13,2.3978952727983707,12,1,1,1,0,low cost
271,1883,0,0.7,1,0.6931471805599453,0,6,0.9,145,6,4,38.78213639662707,1320,2067,8,0.0,9,1,0,1,2,high cost
272,819,1,0.5,0,1.791759469228055,1,16,0.1,163,1,10,96.54473877920393,1788,3325,15,1.791759469228055,16,1,0,0,3,very high cost
273,651,0,1.6,1,0.0,1,7,0.6,129,1,6,128.94286060935704,1423,2151,19,2.3978952727983707,20,1,1,1,1,medium cost
274,723,0,1.1,0,1.0986122886681098,0,27,0.7,145,2,9,33.49450395558784,1175,2044,13,1.9459101490553132,11,0,1,0,1,medium cost
275,1367,1,0.9,0,1.0986122886681098,1,58,0.6,184,4,20,100.38550750572084,1210,3946,16,2.302585092994046,9,1,0,0,3,very high cost
276,1784,1,1.4,0,0.6931471805599453,1,3,0.3,125,5,5,135.41759988970202,1672,2110,10,1.791759469228055,8,1,0,1,2,high cost
277,1744,1,0.9,1,1.791759469228055,1,35,0.3,137,7,9,111.85556236764802,1554,656,17,1.6094379124341003,7,1,0,0,0,low cost
278,1086,0,2.5,0,2.4849066497880004,0,7,0.5,116,6,14,94.60760806502289,1839,3297,18,0.0,16,1,0,0,3,very high cost
279,899,0,1.7,1,0.0,1,3,0.1,165,8,0,46.7542757673279,1239,1296,14,2.4849066497880004,9,1,0,1,0,low cost
280,896,0,0.8,0,1.3862943611198906,0,29,0.5,91,6,10,41.10260746361847,820,1650,16,1.9459101490553132,13,1,0,0,0,low cost
281,1714,0,1.6,1,2.302585092994046,1,59,0.5,186,8,19,115.88439749385282,1274,2546,18,2.3978952727983707,11,1,1,1,2,high cost
282,1395,1,0.6,0,1.791759469228055,0,38,0.3,167,6,16,110.81188237744031,1501,915,5,1.6094379124341003,6,1,1,0,0,low cost
283,786,0,1.8,1,1.0986122886681098,0,28,0.5,198,1,7,0.5605837203464495,1058,331,14,1.0986122886681098,2,1,0,1,0,low cost
284,1687,0,1.2,1,1.6094379124341003,0,14,0.9,120,2,14,112.3446443168615,1461,3975,19,1.3862943611198906,10,0,1,1,3,very high cost
285,669,1,2.6,1,2.9444389791664403,1,10,0.6,171,5,20,130.31573972416825,1834,2801,6,1.0986122886681098,10,1,0,0,2,high cost
286,1423,1,2.1,0,0.6931471805599453,0,51,0.8,178,4,18,94.46702292387641,1371,3331,8,1.0986122886681098,8,1,1,0,3,very high cost
287,1600,0,2.0,1,1.791759469228055,0,44,0.1,98,1,8,101.28048446863009,1205,2939,8,1.3862943611198906,19,1,1,1,3,very high cost
288,1621,1,0.6,1,2.70805020110221,0,59,0.7,160,7,16,53.836698752220165,1120,2706,12,1.3862943611198906,20,1,0,0,2,high cost
289,1672,1,1.9,0,2.3978952727983707,0,37,0.3,194,7,15,83.93431066787238,839,1335,7,0.6931471805599453,8,0,1,1,1,medium cost
290,1934,0,2.7,0,2.302585092994046,1,48,0.1,128,4,18,82.2490095193807,853,3370,7,1.9459101490553132,2,1,0,1,3,very high cost
291,1650,1,0.6,0,0.0,0,62,0.3,81,3,15,130.528062151173,1918,2596,5,1.0986122886681098,10,0,0,0,3,very high cost
292,1700,0,0.5,1,0.6931471805599453,0,33,0.8,189,5,2,73.72162558277095,1151,2477,9,2.1972245773362196,3,0,0,1,2,high cost
293,1550,1,2.0,0,0.6931471805599453,1,29,0.6,171,5,2,90.02544119101664,1499,3465,10,0.6931471805599453,14,1,1,0,3,very high cost
294,626,0,1.9,0,1.6094379124341003,0,8,0.2,185,2,6,7.461551077271407,1410,2589,15,2.3978952727983707,14,0,1,1,1,medium cost
295,1737,1,2.0,1,0.0,0,14,0.4,156,5,2,117.76744929540571,1757,2363,8,0.0,10,1,0,1,2,high cost
296,1370,0,1.7,0,0.6931471805599453,0,6,0.7,113,1,7,82.84417444536831,1689,1302,7,1.3862943611198906,3,0,0,1,1,medium cost
297,1899,1,0.8,1,2.772588722239781,0,14,0.4,191,4,16,125.94120082197904,1345,1677,5,0.6931471805599453,14,0,0,1,2,high cost
298,848,1,0.6,0,0.0,0,31,0.7,123,5,1,64.86882109282607,756,1108,15,1.9459101490553132,18,1,1,0,0,low cost
299,1430,1,2.0,1,0.0,1,16,0.2,171,4,1,98.7570708154489,757,2916,6,1.3862943611198906,10,1,1,0,2,high cost
300,768,1,0.5,1,0.6931471805599453,0,45,0.1,175,4,16,124.30275938926471,1376,3947,6,0.6931471805599453,12,1,1,0,3,very high cost
301,1856,1,1.9,1,2.302585092994046,1,15,0.5,160,3,14,80.07433859686145,714,1514,7,0.6931471805599453,13,1,1,0,1,medium cost
302,900,1,0.5,0,2.4849066497880004,1,64,0.7,149,4,12,46.25334046700604,708,942,13,1.791759469228055,2,1,1,0,0,low cost
303,1729,0,2.3,1,0.0,0,38,0.2,136,7,8,28.44255489703345,1910,700,8,1.0986122886681098,7,1,1,1,0,low cost
304,1533,1,2.8,0,1.3862943611198906,0,42,0.2,87,1,13,130.99313039361337,1618,3246,10,1.0986122886681098,8,0,1,0,3,very high cost
305,1210,1,2.3,0,0.0,0,63,0.9,141,6,4,21.058024294247026,1761,977,14,1.9459101490553132,20,1,0,0,0,low cost
306,1880,1,1.8,1,0.6931471805599453,1,10,0.5,198,8,4,144.44709104608717,1708,3538,19,2.833213344056216,17,1,0,1,3,very high cost
307,996,0,0.5,1,2.70805020110221,0,61,0.8,174,7,15,75.47146218670899,989,1235,11,2.3978952727983707,16,1,1,1,0,low cost
308,1175,0,3.0,1,2.5649493574615367,1,40,0.1,172,5,18,106.0028803841262,1251,1507,15,2.70805020110221,18,1,1,0,1,medium cost
309,1773,0,0.5,1,2.0794415416798357,0,33,0.3,143,5,13,107.11994677362786,1170,1994,16,2.302585092994046,20,1,0,0,2,high cost
310,1263,0,2.4,1,2.4849066497880004,1,54,0.6,100,5,14,5.430872388831885,1857,458,12,1.791759469228055,15,1,0,0,0,low cost
311,1956,0,1.2,1,2.3978952727983707,1,5,0.8,156,4,11,109.35829649987194,1753,2130,7,1.3862943611198906,10,1,1,1,2,high cost
312,992,0,1.6,1,2.3978952727983707,0,27,0.3,162,4,14,35.261356910241716,767,3894,15,2.302585092994046,13,1,0,1,3,very high cost
313,911,1,1.7,0,0.6931471805599453,1,13,0.3,126,5,2,99.86869932614037,760,1843,13,1.9459101490553132,11,1,0,1,1,medium cost
314,1979,0,0.5,1,2.772588722239781,0,54,0.3,136,3,19,96.95251587098116,1311,3151,12,0.6931471805599453,20,1,1,1,3,very high cost
315,1899,0,0.5,1,0.0,1,55,0.3,93,4,0,132.78485131856425,1981,1796,7,1.6094379124341003,11,1,0,1,2,high cost
316,1649,1,0.8,1,0.6931471805599453,1,40,0.1,159,3,3,48.38610536450947,586,2755,15,2.302585092994046,3,1,0,1,2,high cost
317,1095,1,1.8,1,2.302585092994046,0,47,0.3,152,6,15,70.88887633966799,1827,1334,12,1.0986122886681098,12,0,0,1,1,medium cost
318,1074,0,0.7,0,0.0,1,61,0.6,117,4,11,65.5585742135244,1770,2791,7,0.6931471805599453,12,1,0,1,2,high cost
319,656,0,2.7,1,0.0,1,48,0.2,164,2,0,65.32963153228118,508,1132,5,0.0,14,1,0,0,0,low cost
320,1394,1,2.7,1,2.0794415416798357,0,8,0.8,150,3,9,54.12232526479101,1018,730,15,2.0794415416798357,4,0,1,1,0,low cost
321,1632,1,1.1,0,1.0986122886681098,1,45,0.8,132,4,3,10.269276061305815,1256,379,18,2.6390573296152584,19,1,0,0,0,low cost
322,1225,0,2.9,0,2.6390573296152584,0,35,0.5,128,3,17,131.32961683352312,1490,1261,12,1.6094379124341003,15,0,0,0,1,medium cost
323,1337,1,2.4,1,0.0,0,48,0.9,107,6,2,106.41652593456986,1129,3213,10,1.791759469228055,15,0,0,0,3,very high cost
324,1178,1,1.1,1,0.0,1,11,0.5,98,2,1,140.24683712956627,1661,2106,17,2.3978952727983707,4,1,0,1,2,high cost
325,1269,0,1.5,1,0.6931471805599453,0,51,0.7,180,4,19,76.42127851893494,1782,827,15,1.9459101490553132,12,1,1,0,0,low cost
326,1526,1,1.2,0,2.0794415416798357,1,32,0.5,128,4,12,123.74860898032364,1592,647,19,1.3862943611198906,18,1,0,1,0,low cost
327,986,0,0.7,1,2.0794415416798357,1,16,0.4,144,8,9,56.75715153407776,628,300,8,1.791759469228055,7,1,0,1,0,low cost
328,848,0,0.5,1,0.6931471805599453,1,41,0.2,171,2,2,74.31081138682995,1015,3939,6,1.3862943611198906,3,1,1,0,3,very high cost
329,1904,1,0.5,1,2.1972245773362196,0,14,0.5,95,4,13,94.67778718328836,828,2091,8,0.0,6,0,1,1,2,high cost
330,803,1,2.2,1,0.0,0,16,0.1,105,1,0,51.789438282973045,736,1492,17,2.5649493574615367,18,1,0,0,0,low cost
331,1399,1,1.9,1,0.6931471805599453,0,56,0.3,153,1,15,40.15083324286404,611,3128,17,1.0986122886681098,19,1,1,0,2,high cost
332,788,1,1.5,1,0.0,1,22,0.5,163,4,6,121.96629634958981,1732,3750,13,2.3978952727983707,12,1,0,1,3,very high cost
333,579,1,1.1,0,1.9459101490553132,1,58,0.2,125,1,9,104.44443070864347,1685,1435,18,2.302585092994046,10,1,0,0,1,medium cost
334,1010,0,0.7,1,1.6094379124341003,1,28,0.5,195,8,5,37.57299099825265,841,3302,14,1.0986122886681098,7,1,1,0,2,high cost
335,530,1,0.5,1,0.0,0,47,0.5,93,3,2,81.21494502792311,912,3455,19,2.1972245773362196,2,1,1,1,2,high cost
336,1289,1,1.8,0,0.6931471805599453,0,64,0.6,125,7,14,47.74020069317778,548,2782,9,1.3862943611198906,14,0,0,1,2,high cost
337,1877,1,0.5,0,1.6094379124341003,0,10,0.9,123,8,6,40.91390886083897,610,3969,6,0.0,7,0,0,1,3,very high cost
338,1764,0,2.7,0,2.4849066497880004,1,48,0.9,90,7,17,79.54050030134293,581,1589,19,2.3978952727983707,20,1,1,1,1,medium cost
339,1709,0,2.2,1,0.6931471805599453,1,13,0.6,191,6,6,27.663302093841754,516,3899,16,2.6390573296152584,3,1,0,1,3,very high cost
340,1690,0,1.3,1,0.0,0,28,0.9,85,3,1,130.4856442903242,1332,3571,18,1.0986122886681098,6,1,0,1,3,very high cost
341,600,0,2.5,1,1.3862943611198906,0,9,0.2,145,4,10,90.92379911827219,714,2800,17,1.9459101490553132,5,0,1,0,2,high cost
342,743,0,0.5,0,2.302585092994046,1,53,0.3,149,2,10,97.02023457522637,1070,2938,9,1.3862943611198906,13,1,1,1,2,high cost
343,1850,0,2.2,1,2.302585092994046,0,41,0.8,133,8,13,12.419708626233094,518,3032,8,0.6931471805599453,10,1,1,1,2,high cost
344,1297,0,0.5,1,2.5649493574615367,0,17,0.1,196,1,14,89.03767962059203,813,3652,19,1.6094379124341003,12,0,1,1,3,very high cost
345,1706,0,1.8,1,2.3978952727983707,1,44,0.2,137,5,13,100.06296857001658,1440,3238,5,1.3862943611198906,20,1,0,0,3,very high cost
346,1967,0,0.5,0,2.4849066497880004,1,23,0.6,135,5,16,112.7227376499602,1726,325,16,0.0,3,1,0,1,0,low cost
347,1392,1,0.5,1,1.9459101490553132,0,63,0.5,181,2,9,90.1007900637077,1468,3850,12,2.1972245773362196,13,0,1,0,3,very high cost
348,1248,1,2.1,1,1.0986122886681098,1,12,0.1,170,2,3,68.12461827650381,1378,1266,11,0.0,6,1,1,0,1,medium cost
349,894,1,0.5,1,1.0986122886681098,0,27,0.3,192,2,6,112.77658807447891,1576,3454,9,1.6094379124341003,14,0,1,0,3,very high cost
350,1829,0,0.5,0,1.0986122886681098,1,54,0.6,98,3,20,73.8202428732631,1160,1634,7,0.0,12,1,0,0,1,medium cost
351,1372,0,0.6,0,1.3862943611198906,1,42,0.7,124,6,10,26.0539369717029,1998,3208,18,1.791759469228055,9,1,1,1,3,very high cost
352,1429,1,1.0,0,2.0794415416798357,0,11,0.7,150,4,8,78.8212069154723,813,1955,7,1.791759469228055,2,1,1,0,1,medium cost
353,706,0,0.5,1,2.3978952727983707,1,4,0.8,190,5,18,52.53047678035916,966,3735,12,2.0794415416798357,20,1,1,1,3,very high cost
354,649,0,1.9,0,0.0,0,51,0.6,179,4,12,124.76145726615242,1388,3446,11,1.791759469228055,18,0,1,1,3,very high cost
355,1137,1,0.8,0,1.3862943611198906,1,7,1.0,122,3,18,87.33005957959531,620,946,13,1.6094379124341003,7,1,0,1,0,low cost
356,1320,1,0.5,1,2.4849066497880004,1,6,0.2,164,1,14,118.06828447747874,1836,1626,11,2.302585092994046,14,1,0,1,1,medium cost
357,792,0,0.8,0,2.0794415416798357,0,48,0.5,144,4,16,72.62549486204082,888,1583,15,1.0986122886681098,20,0,1,1,0,low cost
358,918,1,2.7,0,2.0794415416798357,0,25,0.9,149,7,8,48.54620284015137,1850,3676,6,1.0986122886681098,2,1,0,1,3,very high cost
359,929,1,0.5,1,2.0794415416798357,1,13,1.0,146,7,8,53.836698752220165,1714,1704,15,1.0986122886681098,5,1,0,0,1,medium cost
360,767,1,0.5,1,1.6094379124341003,0,30,0.8,100,5,8,105.16809450113595,1955,3485,9,0.6931471805599453,4,1,0,1,3,very high cost
361,1739,0,2.6,0,2.302585092994046,0,39,0.5,135,8,10,30.688547165239978,1957,1882,13,2.5649493574615367,8,1,1,0,2,high cost
362,1315,0,0.5,0,0.0,1,15,0.4,134,1,0,83.43358414338047,624,3928,8,1.6094379124341003,8,1,0,1,3,very high cost
363,1388,0,1.4,1,1.6094379124341003,1,31,0.6,184,1,14,131.91498070942941,1443,346,8,1.0986122886681098,12,1,0,0,0,low cost
364,1981,0,2.5,1,0.6931471805599453,0,36,0.3,94,4,2,39.7641994456702,1457,395,9,2.0794415416798357,15,0,1,0,0,low cost
365,569,0,0.5,1,0.6931471805599453,1,53,1.0,170,8,20,80.69119820837798,1555,1243,17,2.3978952727983707,10,1,1,0,0,low cost
366,1930,0,1.3,0,1.0986122886681098,0,57,0.2,151,1,9,97.5595030773424,1117,682,16,2.3978952727983707,8,0,0,1,0,low cost
367,725,1,0.5,0,2.3978952727983707,0,61,0.8,108,3,17,60.1544003849737,508,3074,7,1.9459101490553132,12,0,0,1,2,high cost
368,1690,0,2.2,0,0.0,0,51,0.8,130,8,15,99.86869932614037,1092,451,6,1.6094379124341003,7,0,0,1,0,low cost
369,712,1,1.4,0,0.6931471805599453,1,33,0.2,86,4,5,46.08514589805734,799,1471,15,0.0,10,1,0,0,0,low cost
370,1603,1,0.5,1,2.1972245773362196,1,37,1.0,95,8,9,135.65623712215725,1622,1748,15,2.3978952727983707,5,1,1,0,2,high cost
371,1850,1,2.8,0,0.0,0,18,0.1,132,8,3,94.46702292387641,1382,1853,15,0.0,9,1,1,0,2,high cost
372,1472,1,0.7,1,1.6094379124341003,1,41,1.0,145,3,6,57.82663903391324,619,1514,8,0.6931471805599453,16,1,1,1,1,medium cost
373,1858,0,0.7,1,0.6931471805599453,1,43,0.2,167,5,3,123.84125134450923,1473,1886,9,1.3862943611198906,7,1,1,1,2,high cost
374,1543,1,2.6,1,0.0,1,46,0.8,116,8,13,20.096315567405558,679,3023,6,1.6094379124341003,4,1,1,0,2,high cost
375,652,1,2.8,1,1.6094379124341003,0,37,0.8,174,6,11,76.98385026879149,1652,2904,16,2.1972245773362196,16,0,0,0,2,high cost
376,546,0,1.8,1,1.9459101490553132,1,55,0.9,100,6,12,83.76785604737859,1477,628,12,1.3862943611198906,10,1,1,1,0,low cost
377,1408,1,1.4,1,0.6931471805599453,0,6,0.9,145,8,3,93.6170770081801,692,1833,9,0.6931471805599453,19,0,1,0,1,medium cost
378,1021,0,1.5,1,1.3862943611198906,1,31,0.1,97,7,10,50.27243424368616,1327,1066,18,2.772588722239781,17,1,1,1,0,low cost
379,567,0,1.4,1,2.70805020110221,0,60,0.1,111,2,15,44.19300528195212,1326,1150,17,2.833213344056216,4,1,0,1,0,low cost
380,1967,1,2.6,1,1.6094379124341003,0,62,1.0,91,8,10,132.6199084065464,1850,2839,13,2.0794415416798357,10,1,0,0,3,very high cost
381,1658,0,2.0,1,2.1972245773362196,1,61,0.1,180,3,20,79.4510618450125,1100,2857,7,0.6931471805599453,5,1,0,1,2,high cost
